comparison_id,annotator_id,dimension,winner,confidence,rationale
human__ai_scientist_v2__q12,phd_annotator_2,Clarity,,,
human__ai_scientist_v2__q12,phd_annotator_3,Novelty,,,
human__ai_scientist_v2__q12,phd_annotator_3,Feasibility,,,
human__ai_scientist_v2__q12,phd_annotator_3,Relevance,,,
human__ai_scientist_v2__q12,phd_annotator_3,Clarity,,,
human__ai_scientist_v2__q13,phd_annotator_1,Novelty,,,
human__ai_scientist_v2__q13,phd_annotator_1,Feasibility,,,
human__ai_scientist_v2__q13,phd_annotator_1,Relevance,,,
human__ai_scientist_v2__q13,phd_annotator_1,Clarity,,,
human__ai_scientist_v2__q13,phd_annotator_2,Novelty,,,
human__ai_scientist_v2__q13,phd_annotator_2,Feasibility,,,
human__ai_scientist_v2__q13,phd_annotator_2,Relevance,,,
human__ai_scientist_v2__q13,phd_annotator_2,Clarity,,,
human__ai_scientist_v2__q13,phd_annotator_3,Novelty,,,
human__ai_scientist_v2__q13,phd_annotator_3,Feasibility,,,
human__ai_scientist_v2__q13,phd_annotator_3,Relevance,,,
human__ai_scientist_v2__q13,phd_annotator_3,Clarity,,,
human__ai_scientist_v2__q14,phd_annotator_1,Novelty,,,
human__ai_scientist_v2__q14,phd_annotator_1,Feasibility,,,
human__ai_scientist_v2__q14,phd_annotator_1,Relevance,,,
human__ai_scientist_v2__q14,phd_annotator_1,Clarity,,,
human__ai_scientist_v2__q14,phd_annotator_2,Novelty,,,
human__ai_scientist_v2__q14,phd_annotator_2,Feasibility,,,
human__ai_scientist_v2__q14,phd_annotator_2,Relevance,,,
human__ai_scientist_v2__q14,phd_annotator_2,Clarity,,,
human__ai_scientist_v2__q14,phd_annotator_3,Novelty,,,
human__ai_scientist_v2__q14,phd_annotator_3,Feasibility,,,
human__ai_scientist_v2__q14,phd_annotator_3,Relevance,,,
human__ai_scientist_v2__q14,phd_annotator_3,Clarity,,,
human__ai_scientist_v2__q15,phd_annotator_1,Novelty,,,
human__ai_scientist_v2__q15,phd_annotator_1,Feasibility,,,
human__ai_scientist_v2__q15,phd_annotator_1,Relevance,,,
human__ai_scientist_v2__q15,phd_annotator_1,Clarity,,,
human__ai_scientist_v2__q15,phd_annotator_2,Novelty,,,
human__ai_scientist_v2__q15,phd_annotator_2,Feasibility,,,
human__ai_scientist_v2__q15,phd_annotator_2,Relevance,,,
human__ai_scientist_v2__q15,phd_annotator_2,Clarity,,,
human__ai_scientist_v2__q15,phd_annotator_3,Novelty,,,
human__ai_scientist_v2__q15,phd_annotator_3,Feasibility,,,
human__ai_scientist_v2__q15,phd_annotator_3,Relevance,,,
human__ai_scientist_v2__q15,phd_annotator_3,Clarity,,,
human__ai_scientist_v2__q16,phd_annotator_1,Novelty,,,
human__ai_scientist_v2__q16,phd_annotator_1,Feasibility,,,
human__ai_scientist_v2__q16,phd_annotator_1,Relevance,,,
human__ai_scientist_v2__q16,phd_annotator_1,Clarity,,,
human__ai_scientist_v2__q16,phd_annotator_2,Novelty,,,
human__ai_scientist_v2__q16,phd_annotator_2,Feasibility,,,
human__ai_scientist_v2__q16,phd_annotator_2,Relevance,,,
human__ai_scientist_v2__q16,phd_annotator_2,Clarity,,,
human__ai_scientist_v2__q16,phd_annotator_3,Novelty,,,
human__ai_scientist_v2__q16,phd_annotator_3,Feasibility,,,
human__ai_scientist_v2__q16,phd_annotator_3,Relevance,,,
human__ai_scientist_v2__q16,phd_annotator_3,Clarity,,,
human__ai_scientist_v2__q17,phd_annotator_1,Novelty,,,
human__ai_scientist_v2__q17,phd_annotator_1,Feasibility,,,
human__ai_scientist_v2__q17,phd_annotator_1,Relevance,,,
human__ai_scientist_v2__q17,phd_annotator_1,Clarity,,,
human__ai_scientist_v2__q17,phd_annotator_2,Novelty,,,
human__ai_scientist_v2__q17,phd_annotator_2,Feasibility,,,
human__ai_scientist_v2__q17,phd_annotator_2,Relevance,,,
human__ai_scientist_v2__q17,phd_annotator_2,Clarity,,,
human__ai_scientist_v2__q17,phd_annotator_3,Novelty,,,
human__ai_scientist_v2__q17,phd_annotator_3,Feasibility,,,
human__ai_scientist_v2__q17,phd_annotator_3,Relevance,,,
human__ai_scientist_v2__q17,phd_annotator_3,Clarity,,,
human__ai_scientist_v2__q18,phd_annotator_1,Novelty,,,
human__ai_scientist_v2__q18,phd_annotator_1,Feasibility,,,
human__ai_scientist_v2__q18,phd_annotator_1,Relevance,,,
human__ai_scientist_v2__q18,phd_annotator_1,Clarity,,,
human__ai_scientist_v2__q18,phd_annotator_2,Novelty,,,
human__ai_scientist_v2__q18,phd_annotator_2,Feasibility,,,
human__ai_scientist_v2__q18,phd_annotator_2,Relevance,,,
human__ai_scientist_v2__q18,phd_annotator_2,Clarity,,,
human__ai_scientist_v2__q18,phd_annotator_3,Novelty,,,
human__ai_scientist_v2__q18,phd_annotator_3,Feasibility,,,
human__ai_scientist_v2__q18,phd_annotator_3,Relevance,,,
human__ai_scientist_v2__q18,phd_annotator_3,Clarity,,,
human__ai_scientist_v2__q19,phd_annotator_1,Novelty,,,
human__ai_scientist_v2__q19,phd_annotator_1,Feasibility,,,
human__ai_scientist_v2__q19,phd_annotator_1,Relevance,,,
human__ai_scientist_v2__q19,phd_annotator_1,Clarity,,,
human__ai_scientist_v2__q19,phd_annotator_2,Novelty,,,
human__ai_scientist_v2__q19,phd_annotator_2,Feasibility,,,
human__ai_scientist_v2__q19,phd_annotator_2,Relevance,,,
human__ai_scientist_v2__q19,phd_annotator_2,Clarity,,,
human__ai_scientist_v2__q19,phd_annotator_3,Novelty,,,
human__ai_scientist_v2__q19,phd_annotator_3,Feasibility,,,
human__ai_scientist_v2__q19,phd_annotator_3,Relevance,,,
human__ai_scientist_v2__q19,phd_annotator_3,Clarity,,,
human__ai_scientist_v2__q20,phd_annotator_1,Novelty,,,
human__ai_scientist_v2__q20,phd_annotator_1,Feasibility,,,
human__ai_scientist_v2__q20,phd_annotator_1,Relevance,,,
human__ai_scientist_v2__q20,phd_annotator_1,Clarity,,,
human__ai_scientist_v2__q20,phd_annotator_2,Novelty,,,
human__ai_scientist_v2__q20,phd_annotator_2,Feasibility,,,
human__ai_scientist_v2__q20,phd_annotator_2,Relevance,,,
human__ai_scientist_v2__q20,phd_annotator_2,Clarity,,,
human__ai_scientist_v2__q20,phd_annotator_3,Novelty,,,
human__ai_scientist_v2__q20,phd_annotator_3,Feasibility,,,
human__ai_scientist_v2__q20,phd_annotator_3,Relevance,,,
human__ai_scientist_v2__q20,phd_annotator_3,Clarity,,,
human__ai_scientist_v2__q21,phd_annotator_1,Novelty,,,
human__ai_scientist_v2__q21,phd_annotator_1,Feasibility,,,
human__ai_scientist_v2__q21,phd_annotator_1,Relevance,,,
human__ai_scientist_v2__q21,phd_annotator_1,Clarity,,,
human__ai_scientist_v2__q21,phd_annotator_2,Novelty,,,
human__ai_scientist_v2__q21,phd_annotator_2,Feasibility,,,
human__ai_scientist_v2__q21,phd_annotator_2,Relevance,,,
human__ai_scientist_v2__q21,phd_annotator_2,Clarity,,,
human__ai_scientist_v2__q21,phd_annotator_3,Novelty,,,
human__ai_scientist_v2__q21,phd_annotator_3,Feasibility,,,
human__ai_scientist_v2__q21,phd_annotator_3,Relevance,,,
human__ai_scientist_v2__q21,phd_annotator_3,Clarity,,,
human__ai_scientist_v2__q22,phd_annotator_1,Novelty,,,
human__ai_scientist_v2__q22,phd_annotator_1,Feasibility,,,
human__ai_scientist_v2__q22,phd_annotator_1,Relevance,,,
human__ai_scientist_v2__q22,phd_annotator_1,Clarity,,,
human__ai_scientist_v2__q22,phd_annotator_2,Novelty,,,
human__ai_scientist_v2__q22,phd_annotator_2,Feasibility,,,
human__ai_scientist_v2__q22,phd_annotator_2,Relevance,,,
human__ai_scientist_v2__q22,phd_annotator_2,Clarity,,,
human__ai_scientist_v2__q22,phd_annotator_3,Novelty,,,
human__ai_scientist_v2__q22,phd_annotator_3,Feasibility,,,
human__ai_scientist_v2__q22,phd_annotator_3,Relevance,,,
human__ai_scientist_v2__q22,phd_annotator_3,Clarity,,,
human__ai_scientist_v2__q23,phd_annotator_1,Novelty,,,
human__ai_scientist_v2__q23,phd_annotator_1,Feasibility,,,
human__ai_scientist_v2__q23,phd_annotator_1,Relevance,,,
human__ai_scientist_v2__q23,phd_annotator_1,Clarity,,,
human__ai_scientist_v2__q23,phd_annotator_2,Novelty,,,
human__ai_scientist_v2__q23,phd_annotator_2,Feasibility,,,
human__ai_scientist_v2__q23,phd_annotator_2,Relevance,,,
human__ai_scientist_v2__q23,phd_annotator_2,Clarity,,,
human__ai_scientist_v2__q23,phd_annotator_3,Novelty,,,
human__ai_scientist_v2__q23,phd_annotator_3,Feasibility,,,
human__ai_scientist_v2__q23,phd_annotator_3,Relevance,,,
human__ai_scientist_v2__q23,phd_annotator_3,Clarity,,,
human__ai_scientist_v2__q24,phd_annotator_1,Novelty,,,
human__ai_scientist_v2__q24,phd_annotator_1,Feasibility,,,
human__ai_scientist_v2__q24,phd_annotator_1,Relevance,,,
human__ai_scientist_v2__q24,phd_annotator_1,Clarity,,,
human__ai_scientist_v2__q24,phd_annotator_2,Novelty,,,
human__ai_scientist_v2__q24,phd_annotator_2,Feasibility,,,
human__ai_scientist_v2__q24,phd_annotator_2,Relevance,,,
human__ai_scientist_v2__q24,phd_annotator_2,Clarity,,,
human__ai_scientist_v2__q24,phd_annotator_3,Novelty,,,
human__ai_scientist_v2__q24,phd_annotator_3,Feasibility,,,
human__ai_scientist_v2__q24,phd_annotator_3,Relevance,,,
human__ai_scientist_v2__q24,phd_annotator_3,Clarity,,,
human__ai_scientist_v2__q25,phd_annotator_1,Novelty,,,
human__ai_scientist_v2__q25,phd_annotator_1,Feasibility,,,
human__ai_scientist_v2__q25,phd_annotator_1,Relevance,,,
human__ai_scientist_v2__q25,phd_annotator_1,Clarity,,,
human__ai_scientist_v2__q25,phd_annotator_2,Novelty,,,
human__ai_scientist_v2__q25,phd_annotator_2,Feasibility,,,
human__ai_scientist_v2__q25,phd_annotator_2,Relevance,,,
human__ai_scientist_v2__q25,phd_annotator_2,Clarity,,,
human__ai_scientist_v2__q25,phd_annotator_3,Novelty,,,
human__ai_scientist_v2__q25,phd_annotator_3,Feasibility,,,
human__ai_scientist_v2__q25,phd_annotator_3,Relevance,,,
human__ai_scientist_v2__q25,phd_annotator_3,Clarity,,,
human__ai_scientist_v2__q26,phd_annotator_1,Novelty,,,
human__ai_scientist_v2__q26,phd_annotator_1,Feasibility,,,
human__ai_scientist_v2__q26,phd_annotator_1,Relevance,,,
human__ai_scientist_v2__q26,phd_annotator_1,Clarity,,,
human__ai_scientist_v2__q26,phd_annotator_2,Novelty,,,
human__ai_scientist_v2__q26,phd_annotator_2,Feasibility,,,
human__ai_scientist_v2__q26,phd_annotator_2,Relevance,,,
human__ai_scientist_v2__q26,phd_annotator_2,Clarity,,,
human__ai_scientist_v2__q26,phd_annotator_3,Novelty,,,
human__ai_scientist_v2__q26,phd_annotator_3,Feasibility,,,
human__ai_scientist_v2__q26,phd_annotator_3,Relevance,,,
human__ai_scientist_v2__q26,phd_annotator_3,Clarity,,,
human__ai_scientist_v2__q27,phd_annotator_1,Novelty,,,
human__ai_scientist_v2__q27,phd_annotator_1,Feasibility,,,
human__ai_scientist_v2__q27,phd_annotator_1,Relevance,,,
human__ai_scientist_v2__q27,phd_annotator_1,Clarity,,,
human__ai_scientist_v2__q27,phd_annotator_2,Novelty,,,
human__ai_scientist_v2__q27,phd_annotator_2,Feasibility,,,
human__ai_scientist_v2__q27,phd_annotator_2,Relevance,,,
human__ai_scientist_v2__q27,phd_annotator_2,Clarity,,,
human__ai_scientist_v2__q27,phd_annotator_3,Novelty,,,
human__ai_scientist_v2__q27,phd_annotator_3,Feasibility,,,
human__ai_scientist_v2__q27,phd_annotator_3,Relevance,,,
human__ai_scientist_v2__q27,phd_annotator_3,Clarity,,,
human__ai_scientist_v2__q28,phd_annotator_1,Novelty,,,
human__ai_scientist_v2__q28,phd_annotator_1,Feasibility,,,
human__ai_scientist_v2__q28,phd_annotator_1,Relevance,,,
human__ai_scientist_v2__q28,phd_annotator_1,Clarity,,,
human__ai_scientist_v2__q28,phd_annotator_2,Novelty,,,
human__ai_scientist_v2__q28,phd_annotator_2,Feasibility,,,
human__ai_scientist_v2__q28,phd_annotator_2,Relevance,,,
human__ai_scientist_v2__q28,phd_annotator_2,Clarity,,,
human__ai_scientist_v2__q28,phd_annotator_3,Novelty,,,
human__ai_scientist_v2__q28,phd_annotator_3,Feasibility,,,
human__ai_scientist_v2__q28,phd_annotator_3,Relevance,,,
human__ai_scientist_v2__q28,phd_annotator_3,Clarity,,,
human__ai_scientist_v2__q29,phd_annotator_1,Novelty,,,
human__ai_scientist_v2__q29,phd_annotator_1,Feasibility,,,
human__ai_scientist_v2__q29,phd_annotator_1,Relevance,,,
human__ai_scientist_v2__q29,phd_annotator_1,Clarity,,,
human__ai_scientist_v2__q29,phd_annotator_2,Novelty,,,
human__ai_scientist_v2__q29,phd_annotator_2,Feasibility,,,
human__ai_scientist_v2__q29,phd_annotator_2,Relevance,,,
human__ai_scientist_v2__q29,phd_annotator_2,Clarity,,,
human__ai_scientist_v2__q29,phd_annotator_3,Novelty,,,
human__ai_scientist_v2__q29,phd_annotator_3,Feasibility,,,
human__ai_scientist_v2__q29,phd_annotator_3,Relevance,,,
human__ai_scientist_v2__q29,phd_annotator_3,Clarity,,,
human__ai_scientist_v2__q30,phd_annotator_1,Novelty,,,
human__ai_scientist_v2__q30,phd_annotator_1,Feasibility,,,
human__ai_scientist_v2__q30,phd_annotator_1,Relevance,,,
human__ai_scientist_v2__q30,phd_annotator_1,Clarity,,,
human__ai_scientist_v2__q30,phd_annotator_2,Novelty,,,
human__ai_scientist_v2__q30,phd_annotator_2,Feasibility,,,
human__ai_scientist_v2__q30,phd_annotator_2,Relevance,,,
human__ai_scientist_v2__q30,phd_annotator_2,Clarity,,,
human__ai_scientist_v2__q30,phd_annotator_3,Novelty,,,
human__ai_scientist_v2__q30,phd_annotator_3,Feasibility,,,
human__ai_scientist_v2__q30,phd_annotator_3,Relevance,,,
human__ai_scientist_v2__q30,phd_annotator_3,Clarity,,,
human__novix__q01,phd_annotator_1,Novelty,,,
human__novix__q01,phd_annotator_1,Feasibility,,,
human__novix__q01,phd_annotator_1,Relevance,,,
human__novix__q01,phd_annotator_1,Clarity,,,
human__novix__q01,phd_annotator_2,Novelty,,,
human__novix__q01,phd_annotator_2,Feasibility,,,
human__novix__q01,phd_annotator_2,Relevance,,,
human__novix__q01,phd_annotator_2,Clarity,,,
human__novix__q01,phd_annotator_3,Novelty,,,
human__novix__q01,phd_annotator_3,Feasibility,,,
human__novix__q01,phd_annotator_3,Relevance,,,
human__novix__q01,phd_annotator_3,Clarity,,,
human__novix__q02,phd_annotator_1,Novelty,,,
human__novix__q02,phd_annotator_1,Feasibility,,,
human__novix__q02,phd_annotator_1,Relevance,,,
human__novix__q02,phd_annotator_1,Clarity,,,
human__novix__q02,phd_annotator_2,Novelty,,,
human__novix__q02,phd_annotator_2,Feasibility,,,
human__novix__q02,phd_annotator_2,Relevance,,,
human__novix__q02,phd_annotator_2,Clarity,,,
human__novix__q02,phd_annotator_3,Novelty,,,
human__novix__q02,phd_annotator_3,Feasibility,,,
human__novix__q02,phd_annotator_3,Relevance,,,
human__novix__q02,phd_annotator_3,Clarity,,,
human__novix__q03,phd_annotator_1,Novelty,,,
human__novix__q03,phd_annotator_1,Feasibility,,,
human__novix__q03,phd_annotator_1,Relevance,,,
human__novix__q03,phd_annotator_1,Clarity,,,
human__novix__q03,phd_annotator_2,Novelty,,,
human__novix__q03,phd_annotator_2,Feasibility,,,
human__novix__q03,phd_annotator_2,Relevance,,,
human__novix__q03,phd_annotator_2,Clarity,,,
human__novix__q03,phd_annotator_3,Novelty,,,
human__novix__q03,phd_annotator_3,Feasibility,,,
human__novix__q03,phd_annotator_3,Relevance,,,
human__novix__q03,phd_annotator_3,Clarity,,,
human__novix__q04,phd_annotator_1,Novelty,,,
human__novix__q04,phd_annotator_1,Feasibility,,,
human__novix__q04,phd_annotator_1,Relevance,,,
human__novix__q04,phd_annotator_1,Clarity,,,
human__novix__q04,phd_annotator_2,Novelty,,,
human__novix__q04,phd_annotator_2,Feasibility,,,
human__novix__q04,phd_annotator_2,Relevance,,,
human__novix__q04,phd_annotator_2,Clarity,,,
human__novix__q04,phd_annotator_3,Novelty,,,
human__novix__q04,phd_annotator_3,Feasibility,,,
human__novix__q04,phd_annotator_3,Relevance,,,
human__novix__q04,phd_annotator_3,Clarity,,,
human__novix__q05,phd_annotator_1,Novelty,,,
human__novix__q05,phd_annotator_1,Feasibility,,,
human__novix__q05,phd_annotator_1,Relevance,,,
human__novix__q05,phd_annotator_1,Clarity,,,
human__novix__q05,phd_annotator_2,Novelty,,,
human__novix__q05,phd_annotator_2,Feasibility,,,
human__novix__q05,phd_annotator_2,Relevance,,,
human__novix__q05,phd_annotator_2,Clarity,,,
human__novix__q05,phd_annotator_3,Novelty,,,
human__novix__q05,phd_annotator_3,Feasibility,,,
human__novix__q05,phd_annotator_3,Relevance,,,
human__novix__q05,phd_annotator_3,Clarity,,,
human__novix__q06,phd_annotator_1,Novelty,,,
human__novix__q06,phd_annotator_1,Feasibility,,,
human__novix__q06,phd_annotator_1,Relevance,,,
human__novix__q06,phd_annotator_1,Clarity,,,
human__novix__q06,phd_annotator_2,Novelty,,,
human__novix__q06,phd_annotator_2,Feasibility,,,
human__novix__q06,phd_annotator_2,Relevance,,,
human__novix__q06,phd_annotator_2,Clarity,,,
human__novix__q06,phd_annotator_3,Novelty,,,
human__novix__q06,phd_annotator_3,Feasibility,,,
human__novix__q06,phd_annotator_3,Relevance,,,
human__novix__q06,phd_annotator_3,Clarity,,,
human__novix__q07,phd_annotator_1,Novelty,,,
human__novix__q07,phd_annotator_1,Feasibility,,,
human__novix__q07,phd_annotator_1,Relevance,,,
human__novix__q07,phd_annotator_1,Clarity,,,
human__novix__q07,phd_annotator_2,Novelty,,,
human__novix__q07,phd_annotator_2,Feasibility,,,
human__novix__q07,phd_annotator_2,Relevance,,,
human__novix__q07,phd_annotator_2,Clarity,,,
human__novix__q07,phd_annotator_3,Novelty,,,
human__novix__q07,phd_annotator_3,Feasibility,,,
human__novix__q07,phd_annotator_3,Relevance,,,
human__novix__q07,phd_annotator_3,Clarity,,,
human__novix__q08,phd_annotator_1,Novelty,,,
human__novix__q08,phd_annotator_1,Feasibility,,,
human__novix__q08,phd_annotator_1,Relevance,,,
human__novix__q08,phd_annotator_1,Clarity,,,
human__novix__q08,phd_annotator_2,Novelty,,,
human__novix__q08,phd_annotator_2,Feasibility,,,
human__novix__q08,phd_annotator_2,Relevance,,,
human__novix__q08,phd_annotator_2,Clarity,,,
human__novix__q08,phd_annotator_3,Novelty,,,
human__novix__q08,phd_annotator_3,Feasibility,,,
human__novix__q08,phd_annotator_3,Relevance,,,
human__novix__q08,phd_annotator_3,Clarity,,,
human__novix__q09,phd_annotator_1,Novelty,,,
human__novix__q09,phd_annotator_1,Feasibility,,,
human__novix__q09,phd_annotator_1,Relevance,,,
human__novix__q09,phd_annotator_1,Clarity,,,
human__novix__q09,phd_annotator_2,Novelty,,,
human__novix__q09,phd_annotator_2,Feasibility,,,
human__novix__q09,phd_annotator_2,Relevance,,,
human__novix__q09,phd_annotator_2,Clarity,,,
human__novix__q09,phd_annotator_3,Novelty,,,
human__novix__q09,phd_annotator_3,Feasibility,,,
human__novix__q09,phd_annotator_3,Relevance,,,
human__novix__q09,phd_annotator_3,Clarity,,,
human__novix__q10,phd_annotator_1,Novelty,,,
human__novix__q10,phd_annotator_1,Feasibility,,,
human__novix__q10,phd_annotator_1,Relevance,,,
human__novix__q10,phd_annotator_1,Clarity,,,
human__novix__q10,phd_annotator_2,Novelty,,,
human__novix__q10,phd_annotator_2,Feasibility,,,
human__novix__q10,phd_annotator_2,Relevance,,,
human__novix__q10,phd_annotator_2,Clarity,,,
human__novix__q10,phd_annotator_3,Novelty,,,
human__novix__q10,phd_annotator_3,Feasibility,,,
human__novix__q10,phd_annotator_3,Relevance,,,
human__novix__q10,phd_annotator_3,Clarity,,,
human__novix__q11,phd_annotator_1,Novelty,,,
human__novix__q11,phd_annotator_1,Feasibility,,,
human__novix__q11,phd_annotator_1,Relevance,,,
human__novix__q11,phd_annotator_1,Clarity,,,
human__novix__q11,phd_annotator_2,Novelty,,,
human__novix__q11,phd_annotator_2,Feasibility,,,
human__novix__q11,phd_annotator_2,Relevance,,,
human__novix__q11,phd_annotator_2,Clarity,,,
human__novix__q11,phd_annotator_3,Novelty,,,
human__novix__q11,phd_annotator_3,Feasibility,,,
human__novix__q11,phd_annotator_3,Relevance,,,
human__novix__q11,phd_annotator_3,Clarity,,,
human__novix__q12,phd_annotator_1,Novelty,,,
human__novix__q12,phd_annotator_1,Feasibility,,,
human__novix__q12,phd_annotator_1,Relevance,,,
human__novix__q12,phd_annotator_1,Clarity,,,
human__novix__q12,phd_annotator_2,Novelty,,,
human__novix__q12,phd_annotator_2,Feasibility,,,
human__novix__q12,phd_annotator_2,Relevance,,,
human__novix__q12,phd_annotator_2,Clarity,,,
human__novix__q12,phd_annotator_3,Novelty,,,
human__novix__q12,phd_annotator_3,Feasibility,,,
human__novix__q12,phd_annotator_3,Relevance,,,
human__novix__q12,phd_annotator_3,Clarity,,,
human__novix__q13,phd_annotator_1,Novelty,,,
human__novix__q13,phd_annotator_1,Feasibility,,,
human__novix__q13,phd_annotator_1,Relevance,,,
human__novix__q13,phd_annotator_1,Clarity,,,
human__novix__q13,phd_annotator_2,Novelty,,,
human__novix__q13,phd_annotator_2,Feasibility,,,
human__novix__q13,phd_annotator_2,Relevance,,,
human__novix__q13,phd_annotator_2,Clarity,,,
human__novix__q13,phd_annotator_3,Novelty,,,
human__novix__q13,phd_annotator_3,Feasibility,,,
human__novix__q13,phd_annotator_3,Relevance,,,
human__novix__q13,phd_annotator_3,Clarity,,,
human__novix__q14,phd_annotator_1,Novelty,,,
human__novix__q14,phd_annotator_1,Feasibility,,,
human__novix__q14,phd_annotator_1,Relevance,,,
human__novix__q14,phd_annotator_1,Clarity,,,
human__novix__q14,phd_annotator_2,Novelty,,,
human__novix__q14,phd_annotator_2,Feasibility,,,
human__novix__q14,phd_annotator_2,Relevance,,,
human__novix__q14,phd_annotator_2,Clarity,,,
human__novix__q14,phd_annotator_3,Novelty,,,
human__novix__q14,phd_annotator_3,Feasibility,,,
human__novix__q14,phd_annotator_3,Relevance,,,
human__novix__q14,phd_annotator_3,Clarity,,,
human__novix__q15,phd_annotator_1,Novelty,,,
human__novix__q15,phd_annotator_1,Feasibility,,,
human__novix__q15,phd_annotator_1,Relevance,,,
human__novix__q15,phd_annotator_1,Clarity,,,
human__novix__q15,phd_annotator_2,Novelty,,,
human__novix__q15,phd_annotator_2,Feasibility,,,
human__novix__q15,phd_annotator_2,Relevance,,,
human__novix__q15,phd_annotator_2,Clarity,,,
human__novix__q15,phd_annotator_3,Novelty,,,
human__novix__q15,phd_annotator_3,Feasibility,,,
human__novix__q15,phd_annotator_3,Relevance,,,
human__novix__q15,phd_annotator_3,Clarity,,,
human__novix__q16,phd_annotator_1,Novelty,,,
human__novix__q16,phd_annotator_1,Feasibility,,,
human__novix__q16,phd_annotator_1,Relevance,,,
human__novix__q16,phd_annotator_1,Clarity,,,
human__novix__q16,phd_annotator_2,Novelty,,,
human__novix__q16,phd_annotator_2,Feasibility,,,
human__novix__q16,phd_annotator_2,Relevance,,,
human__novix__q16,phd_annotator_2,Clarity,,,
human__novix__q16,phd_annotator_3,Novelty,,,
human__novix__q16,phd_annotator_3,Feasibility,,,
human__novix__q16,phd_annotator_3,Relevance,,,
human__novix__q16,phd_annotator_3,Clarity,,,
human__novix__q17,phd_annotator_1,Novelty,,,
human__novix__q17,phd_annotator_1,Feasibility,,,
human__novix__q17,phd_annotator_1,Relevance,,,
human__novix__q17,phd_annotator_1,Clarity,,,
human__novix__q17,phd_annotator_2,Novelty,,,
human__novix__q17,phd_annotator_2,Feasibility,,,
human__novix__q17,phd_annotator_2,Relevance,,,
human__novix__q17,phd_annotator_2,Clarity,,,
human__novix__q17,phd_annotator_3,Novelty,,,
human__novix__q17,phd_annotator_3,Feasibility,,,
human__novix__q17,phd_annotator_3,Relevance,,,
human__novix__q17,phd_annotator_3,Clarity,,,
human__novix__q18,phd_annotator_1,Novelty,,,
human__novix__q18,phd_annotator_1,Feasibility,,,
human__novix__q18,phd_annotator_1,Relevance,,,
human__novix__q18,phd_annotator_1,Clarity,,,
human__novix__q18,phd_annotator_2,Novelty,,,
human__novix__q18,phd_annotator_2,Feasibility,,,
human__novix__q18,phd_annotator_2,Relevance,,,
human__novix__q18,phd_annotator_2,Clarity,,,
human__novix__q18,phd_annotator_3,Novelty,,,
human__novix__q18,phd_annotator_3,Feasibility,,,
human__novix__q18,phd_annotator_3,Relevance,,,
human__novix__q18,phd_annotator_3,Clarity,,,
human__novix__q19,phd_annotator_1,Novelty,,,
human__novix__q19,phd_annotator_1,Feasibility,,,
human__novix__q19,phd_annotator_1,Relevance,,,
human__novix__q19,phd_annotator_1,Clarity,,,
human__novix__q19,phd_annotator_2,Novelty,,,
human__novix__q19,phd_annotator_2,Feasibility,,,
human__novix__q19,phd_annotator_2,Relevance,,,
human__novix__q19,phd_annotator_2,Clarity,,,
human__novix__q19,phd_annotator_3,Novelty,,,
human__novix__q19,phd_annotator_3,Feasibility,,,
human__novix__q19,phd_annotator_3,Relevance,,,
human__novix__q19,phd_annotator_3,Clarity,,,
human__novix__q20,phd_annotator_1,Novelty,,,
human__novix__q20,phd_annotator_1,Feasibility,,,
human__novix__q20,phd_annotator_1,Relevance,,,
human__novix__q20,phd_annotator_1,Clarity,,,
human__novix__q20,phd_annotator_2,Novelty,,,
human__novix__q20,phd_annotator_2,Feasibility,,,
human__novix__q20,phd_annotator_2,Relevance,,,
human__novix__q20,phd_annotator_2,Clarity,,,
human__novix__q20,phd_annotator_3,Novelty,,,
human__novix__q20,phd_annotator_3,Feasibility,,,
human__novix__q20,phd_annotator_3,Relevance,,,
human__novix__q20,phd_annotator_3,Clarity,,,
human__novix__q21,phd_annotator_1,Novelty,,,
human__novix__q21,phd_annotator_1,Feasibility,,,
human__novix__q21,phd_annotator_1,Relevance,,,
human__novix__q21,phd_annotator_1,Clarity,,,
human__novix__q21,phd_annotator_2,Novelty,,,
human__novix__q21,phd_annotator_2,Feasibility,,,
human__novix__q21,phd_annotator_2,Relevance,,,
human__novix__q21,phd_annotator_2,Clarity,,,
human__novix__q21,phd_annotator_3,Novelty,,,
human__novix__q21,phd_annotator_3,Feasibility,,,
human__novix__q21,phd_annotator_3,Relevance,,,
human__novix__q21,phd_annotator_3,Clarity,,,
human__novix__q22,phd_annotator_1,Novelty,,,
human__novix__q22,phd_annotator_1,Feasibility,,,
human__novix__q22,phd_annotator_1,Relevance,,,
human__novix__q22,phd_annotator_1,Clarity,,,
human__novix__q22,phd_annotator_2,Novelty,,,
human__novix__q22,phd_annotator_2,Feasibility,,,
human__novix__q22,phd_annotator_2,Relevance,,,
human__novix__q22,phd_annotator_2,Clarity,,,
human__novix__q22,phd_annotator_3,Novelty,,,
human__novix__q22,phd_annotator_3,Feasibility,,,
human__novix__q22,phd_annotator_3,Relevance,,,
human__novix__q22,phd_annotator_3,Clarity,,,
human__novix__q23,phd_annotator_1,Novelty,,,
human__novix__q23,phd_annotator_1,Feasibility,,,
human__novix__q23,phd_annotator_1,Relevance,,,
human__novix__q23,phd_annotator_1,Clarity,,,
human__novix__q23,phd_annotator_2,Novelty,,,
human__novix__q23,phd_annotator_2,Feasibility,,,
human__novix__q23,phd_annotator_2,Relevance,,,
